row_num,csv_parent_path,csv_name,status,message,subcategory_id,db_name_ar,db_name_en,slug,parent_subcategory_id,category_id
149,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Mitsubishi Temsa",Canter,would_add,"Would create «Canter» under parent id 38837",-27441,Canter,Canter,mitsubishi-temsa-trucks-light-trucks-canter,38837,1
150,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Nissan",Cabstar,would_add,"Would create «Cabstar» under parent id 38839",-27442,Cabstar,Cabstar,nissan-trucks-light-trucks-cabstar,38839,1
151,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Nissan",NV200,would_add,"Would create «NV200» under parent id 38839",-27443,NV200,NV200,nissan-trucks-light-trucks-nv200,38839,1
152,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Nissan",NV300,would_add,"Would create «NV300» under parent id 38839",-27444,NV300,NV300,nissan-trucks-light-trucks-nv300,38839,1
153,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Nissan",NV350,would_add,"Would create «NV350» under parent id 38839",-27445,NV350,NV350,nissan-trucks-light-trucks-nv350,38839,1
154,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Nissan",Urvan,would_add,"Would create «Urvan» under parent id 38839",-27446,Urvan,Urvan,nissan-trucks-light-trucks-urvan,38839,1
155,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Opel",Combo,would_add,"Would create «Combo» under parent id 38840",-27447,Combo,Combo,opel-trucks-light-trucks-combo,38840,1
156,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Opel",Movano,skipped_exists,"Subcategory already exists under parent (id 39421)",39421,movano,Movano,movano-opel-trucks-light-trucks,38840,1
157,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Opel",Vivaro,would_add,"Would create «Vivaro» under parent id 38840",-27448,Vivaro,Vivaro,opel-trucks-light-trucks-vivaro,38840,1
158,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Opel","Zafira Life",would_add,"Would create «Zafira Life» under parent id 38840",-27449,"Zafira Life","Zafira Life",opel-trucks-light-trucks-zafira-life,38840,1
159,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Peugeot",Expert,would_add,"Would create «Expert» under parent id 38843",-27450,Expert,Expert,peugeot-trucks-light-trucks-expert,38843,1
160,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Peugeot",Partner,would_add,"Would create «Partner» under parent id 38843",-27451,Partner,Partner,peugeot-trucks-light-trucks-partner,38843,1
161,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Peugeot",Traveller,would_add,"Would create «Traveller» under parent id 38843",-27452,Traveller,Traveller,peugeot-trucks-light-trucks-traveller,38843,1
162,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Renault",Express,would_add,"Would create «Express» under parent id 38848",-27453,Express,Express,renault-trucks-trucks-light-trucks-express,38848,1
163,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Renault",Kangoo,would_add,"Would create «Kangoo» under parent id 38848",-27454,Kangoo,Kangoo,renault-trucks-trucks-light-trucks-kangoo,38848,1
164,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Renault",Trafic,would_add,"Would create «Trafic» under parent id 38848",-27455,Trafic,Trafic,renault-trucks-trucks-light-trucks-trafic,38848,1
165,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Toyota",Coaster,would_add,"Would create «Coaster» under parent id 38857",-27456,Coaster,Coaster,toyota-trucks-light-trucks-coaster,38857,1
166,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Toyota",Hiace,would_add,"Would create «Hiace» under parent id 38857",-27457,Hiace,Hiace,toyota-trucks-light-trucks-hiace,38857,1
167,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Volkswagen",Caddy,would_add,"Would create «Caddy» under parent id 38858",-27458,Caddy,Caddy,volkswagen-trucks-light-trucks-caddy,38858,1
168,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Volkswagen",California,would_add,"Would create «California» under parent id 38858",-27459,California,California,volkswagen-trucks-light-trucks-california,38858,1
169,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Volkswagen",Caravelle,would_add,"Would create «Caravelle» under parent id 38858",-27460,Caravelle,Caravelle,volkswagen-trucks-light-trucks-caravelle,38858,1
170,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Volkswagen",Multivan,would_add,"Would create «Multivan» under parent id 38858",-27461,Multivan,Multivan,volkswagen-trucks-light-trucks-multivan,38858,1
171,"المركبات > سيارات > Audi > RS Series",RS5,would_add,"Would create «RS5» under parent id 20745",-27462,RS5,RS5,audi-rs-rs5,20745,1
172,"المركبات > سيارات > Audi > S Series",S4,would_add,"Would create «S4» under parent id 20746",-27463,S4,S4,audi-s-series-s4,20746,1
173,"المركبات > سيارات > BMW > M Series",M2,would_add,"Would create «M2» under parent id -27299",-27464,M2,M2,bmw-m-series-m2,-27299,1
174,"المركبات > سيارات > BMW > M Series","M2 Competition",would_add,"Would create «M2 Competition» under parent id -27299",-27465,"M2 Competition","M2 Competition",bmw-m-series-m2-competition,-27299,1
175,"المركبات > سيارات > BMW > M Series",M235i,would_add,"Would create «M235i» under parent id -27299",-27466,M235i,M235i,bmw-m-series-m235i,-27299,1
176,"المركبات > سيارات > BMW > M Series","M235i xDrive",would_add,"Would create «M235i xDrive» under parent id -27299",-27467,"M235i xDrive","M235i xDrive",bmw-m-series-m235i-xdrive,-27299,1
177,"المركبات > سيارات > BMW > M Series","M240i xDrive",would_add,"Would create «M240i xDrive» under parent id -27299",-27468,"M240i xDrive","M240i xDrive",bmw-m-series-m240i-xdrive,-27299,1
178,"المركبات > سيارات > BMW > M Series",M3,would_add,"Would create «M3» under parent id -27299",-27469,M3,M3,bmw-m-series-m3,-27299,1
179,"المركبات > سيارات > BMW > M Series","M3 CSL",would_add,"Would create «M3 CSL» under parent id -27299",-27470,"M3 CSL","M3 CSL",bmw-m-series-m3-csl,-27299,1
180,"المركبات > سيارات > BMW > M Series","M3 Cabrio",would_add,"Would create «M3 Cabrio» under parent id -27299",-27471,"M3 Cabrio","M3 Cabrio",bmw-m-series-m3-cabrio,-27299,1
181,"المركبات > سيارات > BMW > M Series","M3 Competition",would_add,"Would create «M3 Competition» under parent id -27299",-27472,"M3 Competition","M3 Competition",bmw-m-series-m3-competition,-27299,1
182,"المركبات > سيارات > BMW > M Series","M3 Coupe",would_add,"Would create «M3 Coupe» under parent id -27299",-27473,"M3 Coupe","M3 Coupe",bmw-m-series-m3-coupe,-27299,1
183,"المركبات > سيارات > BMW > M Series","M3 Touring",would_add,"Would create «M3 Touring» under parent id -27299",-27474,"M3 Touring","M3 Touring",bmw-m-series-m3-touring,-27299,1
184,"المركبات > سيارات > BMW > M Series",M4,would_add,"Would create «M4» under parent id -27299",-27475,M4,M4,bmw-m-series-m4,-27299,1
185,"المركبات > سيارات > BMW > M Series","M4 CS",would_add,"Would create «M4 CS» under parent id -27299",-27476,"M4 CS","M4 CS",bmw-m-series-m4-cs,-27299,1
186,"المركبات > سيارات > BMW > M Series","M4 Competition",would_add,"Would create «M4 Competition» under parent id -27299",-27477,"M4 Competition","M4 Competition",bmw-m-series-m4-competition,-27299,1
187,"المركبات > سيارات > BMW > M Series","M440i xDrive",would_add,"Would create «M440i xDrive» under parent id -27299",-27478,"M440i xDrive","M440i xDrive",bmw-m-series-m440i-xdrive,-27299,1
188,"المركبات > سيارات > BMW > M Series",M5,would_add,"Would create «M5» under parent id -27299",-27479,M5,M5,bmw-m-series-m5,-27299,1
189,"المركبات > سيارات > BMW > M Series","M5 Competition",would_add,"Would create «M5 Competition» under parent id -27299",-27480,"M5 Competition","M5 Competition",bmw-m-series-m5-competition,-27299,1
190,"المركبات > سيارات > BMW > M Series","M5 Touring",would_add,"Would create «M5 Touring» under parent id -27299",-27481,"M5 Touring","M5 Touring",bmw-m-series-m5-touring,-27299,1
191,"المركبات > سيارات > BMW > M Series",M6,would_add,"Would create «M6» under parent id -27299",-27482,M6,M6,bmw-m-series-m6,-27299,1
192,"المركبات > سيارات > BMW > M Series","M6 Cabrio",would_add,"Would create «M6 Cabrio» under parent id -27299",-27483,"M6 Cabrio","M6 Cabrio",bmw-m-series-m6-cabrio,-27299,1
193,"المركبات > سيارات > BMW > M Series","M6 Gran Coupe",would_add,"Would create «M6 Gran Coupe» under parent id -27299",-27484,"M6 Gran Coupe","M6 Gran Coupe",bmw-m-series-m6-gran-coupe,-27299,1
194,"المركبات > سيارات > BMW > M Series","M760e xDrive",would_add,"Would create «M760e xDrive» under parent id -27299",-27485,"M760e xDrive","M760e xDrive",bmw-m-series-m760e-xdrive,-27299,1
195,"المركبات > سيارات > BMW > M Series","M760i Long xDrive",would_add,"Would create «M760i Long xDrive» under parent id -27299",-27486,"M760i Long xDrive","M760i Long xDrive",bmw-m-series-m760i-long-xdrive,-27299,1
196,"المركبات > سيارات > BMW > M Series","M8 Coupe xDrive Competition",would_add,"Would create «M8 Coupe xDrive Competition» under parent id -27299",-27487,"M8 Coupe xDrive Competition","M8 Coupe xDrive Competition",bmw-m-series-m8-coupe-xdrive-competition,-27299,1
197,"المركبات > سيارات > BMW > M Series","M8 Gran Coupe xDrive Competition",would_add,"Would create «M8 Gran Coupe xDrive Competition» under parent id -27299",-27488,"M8 Gran Coupe xDrive Competition","M8 Gran Coupe xDrive Competition",bmw-m-series-m8-gran-coupe-xdrive-competition,-27299,1
198,"المركبات > سيارات > BMW > M Series","Z3 M Cabrio",would_add,"Would create «Z3 M Cabrio» under parent id -27299",-27489,"Z3 M Cabrio","Z3 M Cabrio",bmw-m-series-z3-m-cabrio,-27299,1
199,"المركبات > سيارات > BMW > Z Series",Z1,would_add,"Would create «Z1» under parent id -27300",-27490,Z1,Z1,bmw-z-series-z1,-27300,1
200,"المركبات > سيارات > BMW > Z Series",Z3,would_add,"Would create «Z3» under parent id -27300",-27491,Z3,Z3,bmw-z-series-z3,-27300,1
201,"المركبات > سيارات > BMW > Z Series",Z4,would_add,"Would create «Z4» under parent id -27300",-27492,Z4,Z4,bmw-z-series-z4,-27300,1
202,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Citroën",Berlingo,would_add,"Would create «Berlingo» under parent id 38814",-27493,Berlingo,Berlingo,citroen-trucks-light-trucks-berlingo,38814,1
203,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Dacia",Dokker,would_add,"Would create «Dokker» under parent id 38815",-27494,Dokker,Dokker,dacia-trucks-light-trucks-dokker,38815,1
204,"المركبات > سيارات > Fiat > 500 Family",500,would_add,"Would create «500» under parent id 21591",-27495,500,500,fiat-500-ailesi-500,21591,1
205,"المركبات > سيارات > Fiat > 500 Family",500L,would_add,"Would create «500L» under parent id 21591",-27496,500L,500L,fiat-500-ailesi-500l,21591,1
206,"المركبات > سيارات > Hyundai > i20","i20 Active",would_add,"Would create «i20 Active» under parent id 21880",-27497,"i20 Active","i20 Active",hyundai-i20-i20-active,21880,1
207,"المركبات > سيارات > Hyundai > i20","i20 N",would_add,"Would create «i20 N» under parent id 21880",-27498,"i20 N","i20 N",hyundai-i20-i20-n,21880,1
208,"المركبات > سيارات > Hyundai > i20","i20 Troy",would_add,"Would create «i20 Troy» under parent id 21880",-27499,"i20 Troy","i20 Troy",hyundai-i20-i20-troy,21880,1
209,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX30,would_add,"Would create «QX30» under parent id 35150",-27500,QX30,QX30,qx-qx30,35150,1
210,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX50,would_add,"Would create «QX50» under parent id 35150",-27501,QX50,QX50,qx-qx50,35150,1
211,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX60,would_add,"Would create «QX60» under parent id 35150",-27502,QX60,QX60,qx-qx60,35150,1
212,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX70,skipped_exists,"Subcategory already exists under parent (id 35157)",35157,QX70,QX70,qx70,35150,1
213,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX80,would_add,"Would create «QX80» under parent id 35150",-27503,QX80,QX80,qx-qx80,35150,1
214,"المركبات > سيارات > Kia > Picanto","1.1 EX",would_add,"Would create «1.1 EX» under parent id 22032",-27504,"1.1 EX","1.1 EX",kia-picanto-11-ex,22032,1
215,"المركبات > سيارات > Kia > Picanto","1.1 EX Advance",would_add,"Would create «1.1 EX Advance» under parent id 22032",-27505,"1.1 EX Advance","1.1 EX Advance",kia-picanto-11-ex-advance,22032,1
216,"المركبات > سيارات > Kia > Picanto","1.1 EX Comfort",would_add,"Would create «1.1 EX Comfort» under parent id 22032",-27506,"1.1 EX Comfort","1.1 EX Comfort",kia-picanto-11-ex-comfort,22032,1
217,"المركبات > سيارات > Kia > Picanto","1.1 Hiper",would_add,"Would create «1.1 Hiper» under parent id 22032",-27507,"1.1 Hiper","1.1 Hiper",kia-picanto-11-hiper,22032,1
218,"المركبات > سيارات > Kia > Picanto","1.2 Cool",would_add,"Would create «1.2 Cool» under parent id 22032",-27508,"1.2 Cool","1.2 Cool",kia-picanto-12-cool,22032,1
219,"المركبات > سيارات > Kia > Picanto","1.2 Feel",would_add,"Would create «1.2 Feel» under parent id 22032",-27509,"1.2 Feel","1.2 Feel",kia-picanto-12-feel,22032,1
220,"المركبات > سيارات > Kia > Picanto","1.25 EX",would_add,"Would create «1.25 EX» under parent id 22032",-27510,"1.25 EX","1.25 EX",kia-picanto-125-ex,22032,1
221,"المركبات > سيارات > Kia > Picanto","1.25 MPI Comfort",would_add,"Would create «1.25 MPI Comfort» under parent id 22032",-27511,"1.25 MPI Comfort","1.25 MPI Comfort",kia-picanto-125-mpi-comfort,22032,1
222,"المركبات > سيارات > Kia > Rio","1.0 TGDI",would_add,"Would create «1.0 TGDI» under parent id 22050",-27512,"1.0 TGDI","1.0 TGDI",kia-rio-10-tgdi,22050,1
223,"المركبات > سيارات > Kia > Rio","1.25 CVVT",would_add,"Would create «1.25 CVVT» under parent id 22050",-27513,"1.25 CVVT","1.25 CVVT",kia-rio-125-cvvt,22050,1
224,"المركبات > سيارات > Kia > Rio",1.3,would_add,"Would create «1.3» under parent id 22050",-27514,1.3,1.3,kia-rio-13,22050,1
225,"المركبات > سيارات > Kia > Rio","1.4 CRDi",would_add,"Would create «1.4 CRDi» under parent id 22050",-27515,"1.4 CRDi","1.4 CRDi",kia-rio-14-crdi,22050,1
226,"المركبات > سيارات > Kia > Rio","1.4 CVVT",would_add,"Would create «1.4 CVVT» under parent id 22050",-27516,"1.4 CVVT","1.4 CVVT",kia-rio-14-cvvt,22050,1
227,"المركبات > سيارات > Kia > Rio","1.4 EX",would_add,"Would create «1.4 EX» under parent id 22050",-27517,"1.4 EX","1.4 EX",kia-rio-14-ex,22050,1
228,"المركبات > سيارات > Kia > Rio","1.4 GSL",would_add,"Would create «1.4 GSL» under parent id 22050",-27518,"1.4 GSL","1.4 GSL",kia-rio-14-gsl,22050,1
229,"المركبات > سيارات > Kia > Rio","1.4 WGT CRDI",would_add,"Would create «1.4 WGT CRDI» under parent id 22050",-27519,"1.4 WGT CRDI","1.4 WGT CRDI",kia-rio-14-wgt-crdi,22050,1
230,"المركبات > سيارات > Kia > Rio","1.4L MPI",would_add,"Would create «1.4L MPI» under parent id 22050",-27520,"1.4L MPI","1.4L MPI",kia-rio-14l-mpi,22050,1
231,"المركبات > سيارات > Kia > Rio",1.5,would_add,"Would create «1.5» under parent id 22050",-27521,1.5,1.5,kia-rio-15,22050,1
232,"المركبات > سيارات > Mazda > MX",MX-5,skipped_exists,"Subcategory already exists under parent (id 22173)",22173,MX-5,MX-5,mazda-mx-mx-5,22147,1
233,"المركبات > سيارات > Mazda > RX",RX-7,skipped_exists,"Subcategory already exists under parent (id 22184)",22184,RX-7,RX-7,mazda-rx-rx-7,22154,1
234,"المركبات > سيارات > Mazda > RX",RX-8,skipped_exists,"Subcategory already exists under parent (id 22185)",22185,RX-8,RX-8,mazda-rx-rx-8,22154,1
235,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Peugeot",Rifter,would_add,"Would create «Rifter» under parent id 38843",-27522,Rifter,Rifter,peugeot-trucks-light-trucks-rifter,38843,1
236,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Toyota",Proace,would_add,"Would create «Proace» under parent id 38857",-27523,Proace,Proace,toyota-trucks-light-trucks-proace,38857,1
237,"المركبات > سيارات دفع رباعي وبيك آب > Cadillac > Escalade",ESV,would_add,"Would create «ESV» under parent id 34398",-27524,ESV,ESV,escalade-esv,34398,1
238,"المركبات > سيارات دفع رباعي وبيك آب > Infiniti > QX",QX55,would_add,"Would create «QX55» under parent id 35150",-27525,QX55,QX55,qx-qx55,35150,1
239,"المركبات > سيارات دفع رباعي وبيك آب > Mercedes-Benz > GLS",Maybach,would_add,"Would create «Maybach» under parent id 36001",-27526,Maybach,Maybach,gls-mercedes-benz-Off-Road-SUV-Pickup-Trucks-maybach,36001,1
240,"المركبات > سيارات دفع رباعي وبيك آب > Nissan > Patrol","Super Safari",would_add,"Would create «Super Safari» under parent id 36254",-27527,"Super Safari","Super Safari",patrol-super-safari,36254,1
241,"المركبات > سيارات دفع رباعي وبيك آب > Nissan > Patrol",Y61,would_add,"Would create «Y61» under parent id 36254",-27528,Y61,Y61,patrol-y61,36254,1
242,"المركبات > سيارات دفع رباعي وبيك آب > Nissan > Patrol",Y62,would_add,"Would create «Y62» under parent id 36254",-27529,Y62,Y62,patrol-y62,36254,1
243,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Hilux",Revo,would_add,"Would create «Revo» under parent id 37150",-27530,Revo,Revo,hilux-revo,37150,1
244,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Hilux",Vigo,would_add,"Would create «Vigo» under parent id 37150",-27531,Vigo,Vigo,hilux-vigo,37150,1
245,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser","200 Series",would_add,"Would create «200 Series» under parent id 37151",-27532,"200 Series","200 Series",land-cruiser-200-series,37151,1
246,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser","300 Series",would_add,"Would create «300 Series» under parent id 37151",-27533,"300 Series","300 Series",land-cruiser-300-series,37151,1
247,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser","70 Series",would_add,"Would create «70 Series» under parent id 37151",-27534,"70 Series","70 Series",land-cruiser-70-series,37151,1
248,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser Prado",120,would_add,"Would create «120» under parent id 37152",-27535,120,120,land-cruiser-prado-120,37152,1
249,"المركبات > سيارات دفع رباعي وبيك آب > Toyota > Land Cruiser Prado",150,would_add,"Would create «150» under parent id 37152",-27536,150,150,land-cruiser-prado-150,37152,1
250,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > E-Transit","Chassis Cab",would_add,"Would create «Chassis Cab» under parent id 39023",-27537,"Chassis Cab","Chassis Cab",e-transit-ford-trucks-trucks-light-trucks-chassis-cab,39023,1
251,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > E-Transit",Custom,would_add,"Would create «Custom» under parent id 39023",-27538,Custom,Custom,e-transit-ford-trucks-trucks-light-trucks-custom,39023,1
252,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > E-Transit",Van,would_add,"Would create «Van» under parent id 39023",-27539,Van,Van,e-transit-ford-trucks-trucks-light-trucks-van,39023,1
253,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit","Chassis Cab",would_add,"Would create «Chassis Cab» under parent id 39027",-27540,"Chassis Cab","Chassis Cab",transit-ford-trucks-trucks-light-trucks-chassis-cab,39027,1
254,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Connect,would_add,"Would create «Connect» under parent id 39027",-27541,Connect,Connect,transit-ford-trucks-trucks-light-trucks-connect,39027,1
255,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Courier,would_add,"Would create «Courier» under parent id 39027",-27542,Courier,Courier,transit-ford-trucks-trucks-light-trucks-courier,39027,1
256,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Custom,would_add,"Would create «Custom» under parent id 39027",-27543,Custom,Custom,transit-ford-trucks-trucks-light-trucks-custom,39027,1
257,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Minibus,would_add,"Would create «Minibus» under parent id 39027",-27544,Minibus,Minibus,transit-ford-trucks-trucks-light-trucks-minibus,39027,1
258,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Ford > Transit",Van,would_add,"Would create «Van» under parent id 39027",-27545,Van,Van,transit-ford-trucks-trucks-light-trucks-van,39027,1
259,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Hyundai > H Series",H-1,would_add,"Would create «H-1» under parent id 39042",-27546,H-1,H-1,h-hyundai-trucks-light-trucks-h-1,39042,1
260,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Kia > K Series",K2500,would_add,"Would create «K2500» under parent id 39186",-27547,K2500,K2500,k-k2500,39186,1
261,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Kia > K Series",K2700,would_add,"Would create «K2700» under parent id 39186",-27548,K2700,K2700,k-k2700,39186,1
262,"المركبات > المركبات التجارية > شاحنات وشاحنات خفيفة > Kia > K Series",K2900,would_add,"Would create «K2900» under parent id 39186",-27549,K2900,K2900,k-k2900,39186,1
