line,status,message,path,current,new,entity_type,entity_id,old_name_ar
240,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > باشاك",باشاك,Başak,,,
241,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > باشكينت",باشكينت,Başkent,,,
242,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > باليتور",باليتور,Balitur,,,
243,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بانكار",بانكار,Pancar,,,
244,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > برانسون",برانسون,Branson,,,
245,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بمك",بمك,BMC,,,
246,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بوروون",بوروون,Borwon,,,
247,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بوزوك",بوزوك,Bozok,,,
248,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بوغاي",بوغاي,Bolgar,,,
249,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بوليندير-مونكتيلل",بوليندير-مونكتيلل,Bolinder-Munktell,,,
250,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > بيركيس",بيركيس,Perkis,,,
251,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > تارال",تارال,Taral,,,
252,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > تافي",تافي,Tafe,,,
253,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > تشيري",تشيري,Chery,,,
254,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > تورك تراكتور","تورك تراكتور","Türk Traktör",,,
255,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > توموسان",توموسان,Tümosan,,,
256,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > تووجو",تووجو,Togo,,,
257,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > جراكي",جراكي,Graki,,,
258,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > جكب",جكب,JCB,,,
259,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > جولدوني",جولدوني,Goldoni,,,
260,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > جونين",جونين,Gönen,,,
261,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > جوهن دييري","جوهن دييري","John Deere",,,
262,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > جينما",جينما,Jinma,,,
263,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ديكستا",ديكستا,Dexta,,,
264,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ديوتز-فاهر",ديوتز-فاهر,Deutz-Fahr,,,
265,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ريببا",ريببا,Rippa,,,
266,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ريناولت",ريناولت,Renault,,,
267,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > زيتور",زيتور,Zetor,,,
268,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > سامي",سامي,Same,,,
269,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ستيير",ستيير,Steyr,,,
270,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > سوبير ستار","سوبير ستار","Super Star",,,
271,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > سوبير ماجور","سوبير ماجور","Super Major",,,
272,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > سوليس",سوليس,Solis,,,
273,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > سونواي",سونواي,Sunway,,,
274,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فاتيه",فاتيه,Fatih,,,
275,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فارمتراك",فارمتراك,Farmtrac,,,
276,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فالترا",فالترا,Valtra,,,
277,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فوتون",فوتون,Foton,,,
278,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فورد",فورد,Ford,,,
279,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فولفو",فولفو,Volvo,,,
280,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فيات",فيات,Fiat,,,
281,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فيرراري",فيرراري,Ferrari,,,
282,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > فيندت",فيندت,Fendt,,,
283,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كاان",كاان,Kaan,,,
284,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كابتاين",كابتاين,Captain,,,
285,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كاتسو",كاتسو,Katsu,,,
286,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كاراتاش",كاراتاش,Karataş,,,
287,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كاررارو",كاررارو,Carraro,,,
288,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كاسي يه","كاسي يه","Case IH",,,
289,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كلااس",كلااس,Claas,,,
290,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كوبوتا",كوبوتا,Kubota,,,
291,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > كيوتي",كيوتي,Kioti,,,
292,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > لامبورغيني",لامبورغيني,Lamborghini,,,
293,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > لانديني",لانديني,Landini,,,
294,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > لج",لج,LG,,,
295,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > لس تراكتور","لس تراكتور","LS Tractor",,,
296,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > لومباردين",لومباردين,Lombardini,,,
297,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > لييلاند",لييلاند,Leyland,,,
298,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ماسسيي فيرجوسون","ماسسيي فيرجوسون","Massey Ferguson",,,
299,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ماسسيي هارريس","ماسسيي هارريس","Massey Harris",,,
300,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ماهيندرا",ماهيندرا,Mahindra,,,
301,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > مككورميك",مككورميك,McCormick,,,
302,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > موشوروغلو",موشوروغلو,Muşuroğlu,,,
303,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > مي",مي,Mİ,,,
304,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ميركيديس-بينز",ميركيديس-بينز,Mercedes-Benz,,,
305,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > نوومان",نوومان,Numan,,,
306,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > نيببي",نيببي,Nibbi,,,
307,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > نيو هوللاند","نيو هوللاند","New Holland",,,
308,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > هاتتات",هاتتات,Hattat,,,
309,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > هارس",هارس,Hars,,,
310,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > هارمان",هارمان,Harman,,,
311,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > هولدير",هولدير,Holder,,,
312,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > هيما",هيما,Hema,,,
313,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ورسوس",ورسوس,Ursus,,,
314,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > وزيل",وزيل,"Uzel Traktör",,,
315,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ونيفرسال",ونيفرسال,Universal,,,
316,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ياغمور",ياغمور,Yağmur,,,
317,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > يانمار",يانمار,Yanmar,,,
318,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > يبرو",يبرو,Ebro,,,
319,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > يركونت",يركونت,Erkunt,,,
320,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > يشبورا",يشبورا,Isbora,,,
321,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > يلتار",يلتار,YılTar,,,
322,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > يمت",يمت,IMT,,,
323,not_found,"Subcategory not found at segment: الآلات الزراعية","الآلات والمعدات > الآلات الزراعية > جرار > ييتشير",ييتشير,Eicher,,,
324,not_found,"Category not found: العقارات","العقارات > سكن > للإيجار > ريزيدنس",ريزيدنس,"شقة ضمن مجمع سكني",,,
325,not_found,"Category not found: العقارات","العقارات > سكن > للإيجار > شقة يالي على الواجهة البحرية","شقة يالي على الواجهة البحرية","شقة مصيفية على البحر",,,
326,not_found,"Category not found: العقارات","العقارات > سكن > للإيجار > قصر أو منزل تراثي","قصر أو منزل تراثي","بيت عربي تراثي",,,
327,not_found,"Category not found: العقارات","العقارات > سكن > للإيجار > منزل مزرعة","منزل مزرعة",مزرعة,,,
328,not_found,"Category not found: العقارات","العقارات > سكن > للإيجار > يالٍ على الواجهة البحرية","يالٍ على الواجهة البحرية","شاليه على البحر",,,
329,not_found,"Category not found: العقارات","العقارات > سكن > للبيع > ريزيدنس",ريزيدنس,"شقة ضمن مجمع سكني",,,
330,not_found,"Category not found: العقارات","العقارات > سكن > للبيع > شقة يالي على الواجهة البحرية","شقة يالي على الواجهة البحرية","شقة مصيفية على البحر",,,
331,not_found,"Category not found: العقارات","العقارات > سكن > للبيع > قصر أو منزل تراثي","قصر أو منزل تراثي","بيت عربي تراثي",,,
332,not_found,"Category not found: العقارات","العقارات > سكن > للبيع > منزل مزرعة","منزل مزرعة",مزرعة,,,
333,not_found,"Category not found: العقارات","العقارات > سكن > للبيع > يالٍ على الواجهة البحرية","يالٍ على الواجهة البحرية","شاليه على البحر",,,
334,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > بوفيه شاي","بوفيه شاي","بوفيه أو كافتيريا صغيرة",,,
335,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > خدمة فنية","خدمة فنية","خدمات فنية",,,
336,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > دورة مياه","دورة مياه","حمام عمومي",,,
337,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > سبا وحمام تركي وساونا","سبا وحمام تركي وساونا","سبا وساونا",,,
338,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > طابق أو مكتب في ريزيدنس","طابق أو مكتب في ريزيدنس","طابق أو مكتب ضمن مجمع سكني",,,
339,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > كشك داخل مركز تسوق","كشك داخل مركز تسوق","كشك داخل مول",,,
340,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > متجر شَركوتري","متجر شَركوتري","ملحمة أو قصاب",,,
341,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > متجر مشروبات وتبغ مرخص","متجر مشروبات وتبغ مرخص","محل مشروبات وتبغ مرخص",,,
342,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > محل بورك","محل بورك","محل معجنات",,,
343,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > محل خردوات وخياطة","محل خردوات وخياطة","خردوات ولوازم خياطة",,,
344,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > مركز سداد فواتير","مركز سداد فواتير","مركز دفع فواتير",,,
345,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > مستودع ومخزن","مستودع ومخزن","مستودع أو مخزن",,,
346,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > مكان ريفي وحديقة إفطار","مكان ريفي وحديقة إفطار","استراحة أو مطعم",,,
347,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > منشأة رياضية","منشأة رياضية","مركز رياضي",,,
348,not_found,"Category not found: العقارات","العقارات > عقار تجاري > تنازل عن عقد الإيجار > وكيل مياه وأنابيب غاز","وكيل مياه وأنابيب غاز","موزع مياه وغاز",,,
349,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > سبا وحمام تركي وساونا","سبا وحمام تركي وساونا","سبا وساونا",,,
350,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > طابق أو مكتب في ريزيدنس","طابق أو مكتب في ريزيدنس","طابق أو مكتب ضمن مجمع سكني",,,
351,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > مرآب وموقف","مرآب وموقف","كراج أو موقف سيارات",,,
352,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > مستودع ومخزن","مستودع ومخزن","مستودع أو مخزن",,,
353,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > مكان ريفي وحديقة إفطار","مكان ريفي وحديقة إفطار","استراحة أو مطعم",,,
354,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > مكتب جاهز أو افتراضي","مكتب جاهز أو افتراضي","مكتب مجهز",,,
355,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للإيجار > منشأة رياضية","منشأة رياضية","مركز رياضي",,,
356,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع > سبا وحمام تركي وساونا","سبا وحمام تركي وساونا","سبا وساونا",,,
357,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع > طابق أو مكتب في ريزيدنس","طابق أو مكتب في ريزيدنس","طابق أو مكتب ضمن مجمع سكني",,,
358,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع > مرآب وموقف","مرآب وموقف","كراج أو موقف سيارات",,,
359,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع > مستودع ومخزن","مستودع ومخزن","مستودع أو مخزن",,,
360,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع > مكان ريفي وحديقة إفطار","مكان ريفي وحديقة إفطار","استراحة أو مطعم",,,
361,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع > منشأة رياضية","منشأة رياضية","مركز رياضي",,,
362,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع مع التنازل عن النشاط > خدمة فنية","خدمة فنية","خدمات فنية",,,
363,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع مع التنازل عن النشاط > دورة مياه","دورة مياه","حمام عمومي",,,
364,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع مع التنازل عن النشاط > سبا وحمام تركي وساونا","سبا وحمام تركي وساونا","سبا وساونا",,,
365,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع مع التنازل عن النشاط > مكان ريفي وحديقة إفطار","مكان ريفي وحديقة إفطار","استراحة أو مطعم",,,
366,not_found,"Category not found: العقارات","العقارات > عقار تجاري > للبيع مع التنازل عن النشاط > وكيل مياه وأنابيب غاز","وكيل مياه وأنابيب غاز","موزع مياه وغاز",,,
367,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > akia",akia,AKIA,,,
368,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > bmc",bmc,BMC,,,
369,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > gu leryu z","gu leryu z",Güleryüz,subcategory,38081,Güleryüz
370,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > hyundai",hyundai,Hyundai,,,
371,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > irizar",irizar,Irizar,,,
372,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > isuzu",isuzu,Isuzu,,,
373,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > iveco",iveco,Iveco,,,
374,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > karsan",karsan,Karsan,,,
375,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > man",man,MAN,,,
376,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > mercedes- benz","mercedes- benz",Mercedes-Benz,subcategory,38088,Mercedes-Benz
377,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > mitsubishi",mitsubishi,Mitsubishi,,,
378,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > neoplan",neoplan,Neoplan,,,
379,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > otokar",otokar,Otokar,,,
380,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > scania",scania,Scania,,,
381,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > setra",setra,Setra,,,
382,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > tcv",tcv,TCV,,,
383,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > temsa",temsa,Temsa,,,
384,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > tezeller",tezeller,Tezeller,,,
385,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الحافلات > tu rkkar","tu rkkar",Türkkar,subcategory,38097,Türkkar
386,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > askam",askam,Askam,,,
387,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > bmc",bmc,BMC,,,
388,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > gazelle",gazelle,GAZelle,,,
389,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > iveco",iveco,Iveco,,,
390,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > mack",mack,Mack,,,
391,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > man",man,MAN,,,
392,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > maz",maz,MAZ,,,
393,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > mercedes- benz","mercedes- benz",Mercedes-Benz,,,
394,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > scania",scania,Scania,,,
395,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > volvo",volvo,Volvo,,,
396,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > شاحنات رينو","شاحنات رينو","Renault Trucks",,,
397,not_found,"Subcategory not found at segment: الشاحنات القاطرة","المركبات > المركبات التجارية > الشاحنات القاطرة > شاحنات فورد","شاحنات فورد","Ford Trucks",,,
398,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > akeso",akeso,Akeso,,,
399,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > alke",alke,Alke,,,
400,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > anadol",anadol,Anadol,,,
401,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > askam",askam,Askam,,,
402,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > astra",astra,Astra,,,
403,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > bedford",bedford,Bedford,,,
404,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > bmc",bmc,BMC,,,
405,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > chrysler",chrysler,Chrysler,,,
406,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > citroen",citroen,Citroën,subcategory,38814,Citroën
407,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > dacia",dacia,Dacia,,,
408,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > daewoo",daewoo,Daewoo,,,
409,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > daf",daf,DAF,,,
410,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > daihatsu",daihatsu,Daihatsu,,,
411,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > dfm",dfm,DFM,,,
412,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > dfsk( dfm)","dfsk( dfm)",DFSK,subcategory,38820,DFSK
413,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > dodge",dodge,Dodge,,,
414,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > fiat",fiat,Fiat,,,
415,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > folkvan",folkvan,Folkvan,,,
416,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > gaz",gaz,GAZ,,,
417,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > hfkanuni",hfkanuni,"HF Kanuni",subcategory,38826,"HF Kanuni"
418,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > hino",hino,Hino,,,
419,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > hyundai",hyundai,Hyundai,,,
420,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > isuzu",isuzu,Isuzu,,,
421,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > jac",jac,JAC,,,
422,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > kia",kia,Kia,,,
423,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > kuba",kuba,Kuba,,,
424,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > man",man,MAN,,,
425,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > maxus",maxus,Maxus,,,
426,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > mazda",mazda,Mazda,,,
427,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > mercedes- benz","mercedes- benz",Mercedes-Benz,subcategory,38836,Mercedes-Benz
428,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > mitsubishi- temsa","mitsubishi- temsa","Mitsubishi Temsa",subcategory,38837,"Mitsubishi Temsa"
429,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > musatti",musatti,Musatti,,,
430,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > nissan",nissan,Nissan,,,
431,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > opel",opel,Opel,,,
432,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > otokar",otokar,Otokar,,,
433,skipped_same,"Already has target name_ar","المركبات > المركبات التجارية > الشاحنات والشاحنات الخفيفة > peugeot",peugeot,Peugeot,,,
